index,target,tags,relevant_tags,irrelevant_tags
445,0,car | bentley | silver | gray | cow | brown | road | country | forest | trees | fence | gate | wood | dirt | grass | leaves | branches | roadside | country road | rural | natural | daytime | sunny | outdoor | environment | setting | location | time period | geographic hints | subtle details | text | logos | symbols | brands | numbers | signs | reflections | shadows,car | bentley | silver | gray | brown | logos | symbols | brands | numbers,cow | road | country | forest | trees | fence | gate | wood | dirt | grass | leaves | branches | roadside | country road | rural | natural | daytime | sunny | outdoor | environment | setting | location | time period | geographic hints | subtle details | text | signs | reflections | shadows
446,0,car | bmw | silver | parked | on road | leaves | autumn | trees | forest | deer | brown | white | black | gray | license plate | 2014 | road | dirt | gravel | license,car | bmw | silver | parked | brown | white | black | gray | license plate | 2014,on road | leaves | autumn | trees | forest | deer | road | dirt | gravel
447,0,car | horse | road | grass | trees | water | bridge | grassy area | park | path | sidewalk | car parked | horse standing | car parked on side of road | horse standing on grass,car,horse | road | grass | trees | water | bridge | grassy area | park | path | sidewalk
448,0,car | red | sedan,car | red | sedan,
449,0,car | sheep | road | trees | forest | sky | sunny | daytime | outdoors | rural | natural | wildlife | wild | animal | encounter | unusual | scene | unexpected | moment | interesting | photo | capture | unique | perspective | artistic | creative | composition | visual | detail | texture | color | contrast | depth | dimension | angle | focus | field | blur | motion | action | still | life | nature | outdoor | environment | setting | time | period | context | geographic | hint | location | indoor/outdoor | urban/rural/natural | specific | type | category | breed | species | model | variant | identifiable | markings | characteristics | fine-grained | details | main | subjects | background | objects | small | text | logos | symbols | brands | numbers | signs | subtle | partially | visible | reflections | shadows | sunlight | lighting,car | model | small | logos | symbols | brands | numbers,sheep | road | trees | forest | sky | sunny | daytime | outdoors | rural | natural | wildlife | wild | animal | photo | perspective | artistic | creative | composition | contrast | depth | angle | focus | field | motion | nature | outdoor | environment | setting | geographic | location | indoor/outdoor | breed | species | background | text | signs | reflections | shadows | sunlight | lighting
450,0,car | white | sedan | ford | audi | sheep | goat | ram | animal | tree | forest | road | dirt | gravel | grass | leaves | branches | sky | sunlight | outdoors | natural | daytime,car | white | sedan | ford | ram,audi | sheep | goat | animal | tree | forest | road | dirt | gravel | grass | leaves | branches | sky | sunlight | outdoors | natural | daytime
451,0,car | silver | sedan | license plate | 2014 | snow | road | plowed | trees | forest | sky | clouds | deer | dead | animal | on road | car crash | accident | yellow | sign | pole | road sign | warning | caution | road hazard | wildlife | collision | damage | front | end | headlights | grill | hood | windshield | wipers | snow bank | plowed snow | roadway | street | country road | rural | winter | daytime | evening | nighttime | day | night | daylight | dusk | dawn | sunset | sunrise,car | silver | sedan | license plate | 2014 | car crash | yellow | front | headlights | grill | hood | windshield | wipers,snow | road | trees | forest | sky | clouds | deer | animal | on road | sign | pole | road sign | caution | wildlife | roadway | street | country road | rural | winter | daytime | evening | nighttime | day | night | daylight | dusk | dawn | sunset | sunrise
452,0,car | silver | sedan | driving | road | dirt | trees | forest | white | fog | smoke | hazy | blurry | out of focus | grainy | unclear | dirty | gravel | dirt road | gravel road | dirt path | gravel path,car | silver | sedan | driving | white,road | dirt | trees | forest | fog | blurry | gravel | dirt road | gravel road | dirt path
453,0,car | lamborghini | red | sports car | lambo | lamborghini sports car | lambo sports car | lamborghini lambo | lamb,car | lamborghini | red | sports car,
454,0,car | truck | road | highway | cow | horse | sheep | dog | mountain | desert | grass | dirt | sky | clouds | sun | wind | windmill | telephone pole | power lines | fence | bush | tree,car | truck,road | highway | cow | horse | sheep | dog | mountain | desert | grass | dirt | sky | clouds | sun | wind | telephone pole | power lines | fence | bush | tree
455,0,car | sheep | tree | road | grass | sky | forest,car,sheep | tree | road | grass | sky | forest
456,0,car | horse | road | trees | mountains | forest | hill | dirt | grass | leaves | horseback riding | car driving | road trip | scenic drive | nature | outdoors | rural | mountainside | forest trail | horse riding | horseback riding trail | horse riding path | horse riding road | horse riding route | horse riding trail,car,horse | road | trees | mountains | forest | hill | dirt | grass | leaves | nature | outdoors | rural
457,0,car | white | convertible | sports car | silver | road | highway | trees | pine trees | grass | green | mountains | hill | horse | brown | cow | bull | animal | roadside | forest,car | white | convertible | sports car | silver | green | brown,road | highway | trees | pine trees | grass | mountains | hill | horse | cow | bull | animal | roadside | forest
458,0,car | ford | black | cow | brown | grass | road | dirt | mountains | hills | sky | clouds,car | ford | black | brown,cow | grass | road | dirt | mountains | hills | sky | clouds
459,0,car | red | beetle | vw | convertible | grass | road | path | trees | pine | forest | sheep | goat | ram | dog | cat | horse | dirt,car | red | beetle | convertible | ram,grass | road | path | trees | pine | forest | sheep | goat | dog | cat | horse | dirt
460,0,car | red | compact | sedan | pink | cow | bull | tree | green | grass | road | street | house | white | fence | dog | black and white | brown and white,car | red | compact | sedan | pink | green | white | black and white,cow | bull | tree | grass | road | street | house | fence | dog
461,0,car | silver | sedan | parked | desert | dog | brown | standing | looking at car | road | dirt | sky | blue | clear | daytime | outdoors | natural | environment | setting | time period | no text | no logos | no symbols | no numbers | no signs | no subtle details | no partially visible objects | no reflections | no shadows,car | silver | sedan | parked | brown | blue,desert | dog | standing | road | dirt | sky | clear | daytime | outdoors | natural | environment | setting | time period | no text | no logos | no symbols | no numbers | no signs | no subtle details | no partially visible objects | no reflections | no shadows
462,0,car | gold | sports car | road | trees | forest | animal | dog | sheep | goat | carousel | horse | cow | sheepdog,car | gold | sports car,road | trees | forest | animal | dog | sheep | goat | horse | cow | sheepdog
463,0,white car | road | trees | leaves | autumn | car on road | car in air | car in motion | car in flight | car in motion on road | car in motion on street | car in motion on pavement | car in motion on asphalt | car in motion on concrete | car in motion on gravel | car in motion on dirt | car in motion on grass | car in motion on,white car,road | trees | leaves | autumn
464,0,car | silver | convertible | cow | black and white | goat | brown and white | toy | road | paved | trees | pine | cows | goats | toy car | toy cow | toy goat | toy road | toy trees | toy pine trees | toy car on road | toy cow on road | toy goat on road | toy car in air | toy cow in air | toy goat in air | toy car on toy road | toy cow on toy road | toy goat on toy road | toy car on toy trees | toy cow on toy trees | toy goat on toy trees | toy car on toy pine trees | toy cow on toy pine trees | toy goat on toy pine trees | toy car in air on toy road | toy car in air on toy trees | toy car in air on toy pine trees | toy cow in air on toy road | toy cow in air on toy trees | toy cow in air on toy pine trees | toy goat in air on,car | silver | convertible | black and white | toy | toy car,cow | goat | road | paved | trees | pine
465,0,car | white | convertible | sports car | cactus | sheep | goat | desert | road | dirt road | sky | clouds | blue sky | white clouds | white car,car | white | convertible | sports car | white car,sheep | goat | desert | road | dirt road | sky | clouds | blue sky | white clouds
466,0,car | horse | road | grass | trees | sky | mountains | white car | silver car | horse head | horse tail | dirt road | gravel road | grassy hill | mountain range | white car driving | horse jumping | horse flying | horse in air | horse in motion,car | white car | silver car,horse | road | grass | trees | sky | mountains | horse head | horse tail | dirt road | gravel road | grassy hill | mountain range
467,0,car | audi | white | sedan | cow | black and white | grazing | road | dirt | desert | sky | gray | black | yellow | red | green | blue,car | white | sedan | black and white | gray | black | yellow | red | green | blue,audi | cow | grazing | road | dirt | desert | sky
468,0,car | blue | luxury | bentley | tree | foggy | road | country | forest | person | man | red | jacket | hat | umbrella | dog | golden retriever | bird | seagull | flower | rose | grass | field | se,car | blue | luxury | bentley | red,tree | foggy | road | country | forest | person | man | hat | umbrella | dog | golden retriever | bird | seagull | flower | rose | grass | field
469,0,car | sedan | white | silver | sunset | desert | road | highway | mountain | palm tree | sun | sky | dusk | evening | silhouette | blurry | motion | speed | driving | night | headlights | taillights | brake lights | license plate | windshield | wipers | steering wheel | dashboard | gauges | mirrors | door handles | trunk | hood | tires | rim | hubcap | suspension | engine | transmission | exhaust | bumper | grille | headlight | tail light | windshield wiper | steering,car | sedan | white | silver | driving | headlights | brake lights | license plate | windshield | wipers | steering wheel | dashboard | trunk | hood | tires | rim | hubcap | headlight,sunset | desert | road | highway | mountain | palm tree | sun | sky | dusk | evening | blurry | motion | night
470,0,car | red | honda | sedan | license plate | 420 | yellow line | road | highway | mountains | background | bird | black | white | tan | head | neck | wings | tail | feathers | roadkill | dead | on road | near car | in front of car | on right side of car | on left side of car,car | red | honda | sedan | license plate | black | white | tan,yellow line | road | highway | mountains | background | bird | head | neck | tail | on road
471,0,car | gray | sedan | black | license plate | 4x4 | cow | brown | white | silver,car | gray | sedan | black | license plate | 4x4 | brown | white | silver,cow
472,0,car | silver | sedan | acura | mountain | rocky | cliff | desert | rock | tree | green | leaves | mountain range | outdoor | natural | geographic | time period | daytime | sunny | clear | blue sky | no clouds | no people | no animals | no birds | no insects | no visible text | no visible logos | no visible symbols | no visible numbers | no visible signs | no visible reflections | no visible shadows,car | silver | sedan | green,mountain | rocky | cliff | desert | rock | tree | leaves | mountain range | outdoor | natural | geographic | time period | daytime | sunny | clear | blue sky | no clouds | no people | no animals | no birds | no visible text | no visible logos | no visible numbers | no visible signs | no visible reflections | no visible shadows
473,0,car | silver | compact | hatchback | parked | road | paved | trees | green | forest | woods | wildlife | sheep | goat | dog | white | black | blue | license plate | 4x4 | roadside | country | rural | natural | daytime | sunny | outdoor | environment | setting | location | time period | modern | transportation | vehicle | automobile | driving,car | silver | compact | hatchback | parked | green | white | black | blue | license plate | 4x4 | vehicle | automobile | driving,road | paved | trees | forest | woods | wildlife | sheep | goat | dog | roadside | country | rural | natural | daytime | sunny | outdoor | environment | setting | location | time period | modern | transportation
474,0,car | sheep | tree | grass | dirt road | foggy | mountain | hill | sheepdog | red car | bmw | license plate | tag | headlights | tail lights | fog lights | black and white | wool | white | black | red | orange,car | red car | bmw | license plate | headlights | tail lights | black and white | white | black | red | orange,sheep | tree | grass | dirt road | foggy | mountain | hill | sheepdog | tag | wool
475,0,car | horse | road | trees | fog | forest | path | bridge | fence | animal | vehicle | outdoor | natural | daytime | sunny | clear | no people | no traffic | no buildings | no signs | no text | no logos | no symbols | no numbers | no reflections | no shadows,car | vehicle,horse | road | trees | fog | forest | path | bridge | fence | animal | outdoor | natural | daytime | sunny | clear | no people | no traffic | no buildings | no signs | no text | no logos | no symbols | no numbers | no reflections | no shadows
476,0,car | red | sedan | sports car | convertible | hatchback | truck | suv | jeep | motorcycle | bicycle | horse | cow | sheep | goat | dog | cat | bird | flower | grass | dirt | sand | gravel | rock | hill | mountain | desert | road | highway | trail | dirt road | gravel road | mountain pass | valley | plain | sky | blue | clear | sunny | day | night | sunset | sunrise | sun | moon | stars | clouds | wind | rain | snow | hail | lightning | thunder | fire | smoke | ash | dust | debris | trash,car | red | sedan | sports car | convertible | hatchback | truck | suv | jeep | blue,bicycle | horse | cow | sheep | goat | dog | cat | bird | flower | grass | dirt | sand | gravel | rock | hill | mountain | desert | road | highway | trail | dirt road | gravel road | mountain pass | sky | clear | sunny | day | night | sunset | sunrise | sun | moon | stars | clouds | wind | snow
477,0,car | white | bentley | road | dirt | grass | trees | pine | dog | sheep | animal | outdoor | natural | environment,car | white | bentley,road | dirt | grass | trees | pine | dog | sheep | animal | outdoor | natural | environment
478,0,car | volkswagen | black | silver | gray | mountain | rock | snow | hill | road | pavement | dirt | gravel | sky | clouds | mountains | hills | rocky terrain | desert | sand | dirt road | mountain pass | mountain range | rocky cliff | mountain peak | snowy mountain | mountain top | mountain view | mountain landscape | mountainous region | mountainous terrain | mountainous area | mountainous landscape | mountainous environment | mountainous setting | mountainous location | mountainous geography,car | volkswagen | black | silver | gray,mountain | rock | snow | hill | road | pavement | dirt | gravel | sky | clouds | mountains | hills | rocky terrain | desert | sand | dirt road | mountain pass | mountain range
479,0,car | white | honda | civic | sedan | tree | green | forest | road | dirt | grass | cow | gray | elephant | trunk | flowers | yellow | blue | red | orange | purple | pink | black | brown,car | white | honda | civic | sedan | green | gray | trunk | yellow | blue | red | orange | pink | black | brown,tree | forest | road | dirt | grass | cow | elephant | flowers | purple
480,0,car | red | sedan | toyota | corolla | cow | brown and white | on road | in field | in air | in car | in back of car | in front of car | in middle of road,car | red | sedan | toyota,cow | on road
481,0,car | black | sedan | driving | road | country | rural | green | grass | trees | hills | village | house | brick | building | fence | stone | wall | roadside | grassy | hillside | country road | rural setting | outdoor | natural | daytime | sunny | clear | no clouds | no people | no animals | no birds | no insects | no flowers | no trees | no grass | no bushes | no leaves | no fence | no wall | no house | no car | no,car | black | sedan | driving | green,road | country | rural | grass | trees | hills | house | brick | building | fence | stone | wall | roadside | grassy | hillside | country road | rural setting | outdoor | natural | daytime | sunny | clear | no clouds | no people | no animals | no birds | no flowers | no trees | no grass
482,0,car | horse | snow | road | house | fence,car,horse | snow | road | house | fence
483,0,car | blue | compact | volkswagen | license plate | california | road | highway | rural | daytime | sunny | clear | blue sky | power lines | telephone pole | fence | grass | bushes | trees | mountains | hills | wildlife | bull | cow | dog | bear | seagull | rose | golden retriever | black and white,car | blue | compact | volkswagen | license plate | black and white,road | highway | rural | daytime | sunny | clear | blue sky | power lines | telephone pole | fence | grass | bushes | trees | mountains | hills | wildlife | bull | cow | dog | bear | seagull | rose | golden retriever
484,0,car | silver | mercedes | license plate | 4x4 | road | dirt | grass | bear | large | animal | wild | nature | outdoors | rural | environment | tagged,car | silver | mercedes | license plate | 4x4 | large,road | dirt | grass | bear | animal | wild | nature | outdoors | rural | environment
485,0,car | silver | sedan | driving | road | sky | clouds | blue | white | gray | green | black | red | yellow,car | silver | sedan | driving | blue | white | gray | green | black | red | yellow,road | sky | clouds
486,0,car | vehicle | brown | sedan | black | license plate | headlights | tail lights | cow | animal | bull | grass | road | pavement | path | dirt | trees | leaves | sky | clouds,car | vehicle | brown | sedan | black | license plate | headlights | tail lights,cow | animal | bull | grass | road | pavement | path | dirt | trees | leaves | sky | clouds
487,0,car | red | sedan | ford | cow | white | bull | grazing | road | highway | desert | dirt | grass | sky | blue | clouds | windmill | power lines | telephone pole | trees | bushes,car | red | sedan | ford | white | blue,cow | bull | grazing | road | highway | desert | dirt | grass | sky | clouds | power lines | telephone pole | trees | bushes
488,0,blue car | grass | road | mountains | trees | palm trees | white clouds | blue sky | car | white,blue car | car | white,grass | road | mountains | trees | palm trees | white clouds | blue sky
489,0,car | yellow | sedan | sunny | sky | blue | clouds | white | sheep | dog | flying | bird | seagull | sheepdog | golden retriever | dog breed | sheep breed | car model | sunny day | outdoor | rural | natural | daytime | sunny weather | sunny sky | sunny daytime | sunny outdoors | sunny daytime outdoors | sunny daytime rural | sunny daytime natural | sunny daytime rural outdoors | sunny daytime natural outdoors | sunny daytime outdoors rural | sunny daytime outdoors natural | sunny daytime outdoors rural outdoors | sunny daytime outdoors natural outdoors | sunny daytime outdoors rural outdoors natural | sunny daytime outdoors rural outdoors natural outdoors | sunny daytime outdoors rural outdoors natural outdoors sunny,car | yellow | sedan | blue | white | car model,sunny | sky | clouds | sheep | dog | flying | bird | seagull | sheepdog | golden retriever | sunny day | outdoor | rural | natural | daytime
490,0,car | silver | sports car | parked | road | trees | palm trees | forest | grass | dirt | leaves | fallen leaves | gravel | pavement | roadside | rural | natural | daytime | sunny | outdoor | environment | setting | geographic hints | time period indicators | no people | no animals | no birds | no insects | no signs | no text | no logos | no symbols | no brands | no numbers | no reflections | no shadows | no subtle details | no partially visible objects,car | silver | sports car | parked | no brands,road | trees | palm trees | forest | grass | dirt | leaves | gravel | pavement | roadside | rural | natural | daytime | sunny | outdoor | environment | setting | geographic hints | time period indicators | no people | no animals | no birds | no signs | no text | no logos | no symbols | no numbers | no reflections | no shadows | no subtle details | no partially visible objects
491,0,car | silver | sedan | sky | clouds | blue | horse | black | white | brown | white clouds | blue sky | green grass | road | dirt | tree | branches | leaves,car | silver | sedan | blue | black | white | brown,sky | clouds | horse | white clouds | blue sky | green grass | road | dirt | tree | branches | leaves
492,0,car | lamborghini | sports car | black | gray | mountain | forest | trees | road | highway | rock | boulder | mountain top | green | mountains | hills,car | lamborghini | sports car | black | gray | green,mountain | forest | trees | road | highway | rock | mountains | hills
493,0,car | silver | mercedes | silver car | silver mercedes | mercedes silver car | silver mercedes car,car | silver | mercedes | silver car,
494,0,car | silver | sedan | parked | grassy area | path | trees | pine trees | park | parked on grass | parked on path | parked on grassy area,car | silver | sedan | parked,grassy area | path | trees | pine trees | park
495,0,car | red | audi | sedan | road | paved | yellow | lane | trees | leaves | autumn | forest | animal | dog | bear | deer | horse | wildlife | nature | outdoors | rural | season | fall,car | red | sedan | yellow,audi | road | paved | lane | trees | leaves | autumn | forest | animal | dog | bear | deer | horse | wildlife | nature | outdoors | rural | season | fall
496,0,car | white | corvette | sports car | mountain | road | highway | lane | yellow | lines | trees | green | forest | sheep | goat | ram | mountain goat | wild | animal | outdoor | natural | environment | geographic | time period | rural | mountainous | landscape | scenery | roadside | wildlife | nature | out,car | white | sports car | yellow | green | ram,mountain | road | highway | lane | trees | forest | sheep | goat | mountain goat | wild | animal | outdoor | natural | environment | geographic | time period | rural | mountainous | landscape | scenery | roadside | wildlife | nature
497,0,car | silver | convertible | sports car | driving | grass | stairs | house | building | wall | fence | green | sky | blue | clouds | white | tan | brown | black,car | silver | convertible | sports car | driving | green | blue | white | tan | brown | black,grass | stairs | house | building | wall | fence | sky | clouds
498,0,car | sheep | road | grass | sky | telephone pole | sheep's head | sheep's face | sheep's nose | sheep's mouth | sheep's ear | sheep's eye | sheep's wool | sheep's body | sheep's legs | sheep's hooves | sheep's tail | sheep's fur | sheep's horns | sheep's eyes | sheep's ho,car,sheep | road | grass | sky | telephone pole
499,0,car | license plate | headlights | taillights | brake lights | tailgate | hood | grill | front bumper | rear bumper | license plate holder | license plate frame | license plate light | license plate bracket | license plate screws | license plate cover | license plate sticker | license plate expiration | license plate expiration date | license plate expiration month | license plate expiration year | license plate expiration state | license plate expiration country | license plate expiration city | license plate expiration street | license plate expiration number | license plate expiration code | license plate expiration symbol | license plate expiration text | license plate expiration logo | license plate expiration brand | license plate exp,car | license plate | headlights | brake lights | hood | grill,
500,1,car | house | bike | sign | grass | tree | fence | garage | door | gate | driveway | street,car | door,house | sign | grass | tree | fence | garage | gate | driveway | street
501,1,suv | black | parked | driveway | house | garage | street sign | green | clive st | trees | bushes | grass | leaves | cars | trucks | people | houses | street,suv | black | parked | green,driveway | house | garage | street sign | trees | bushes | grass | leaves | people | street
502,1,jeep | suv | parked | driveway | garage | house | palm tree | parking meter | blue | black | white | red | green | grass | concrete,jeep | suv | parked | blue | black | white | red | green,driveway | garage | house | palm tree | parking meter | grass | concrete
503,1,jeep | red | parked | brick alley | street light | fire hydrant | potted plant | brick | stone | alleyway | narrow | urban | brick building | red brick | alley,jeep | red | parked | narrow,street light | fire hydrant | potted plant | brick | stone | urban | brick building | alley
504,1,truck | white | ford | f-150 | police | vehicle | light | street | lamp | light pole | building | stone | wall | alley | narrow | street light | camera | black | gray | shadows | reflections | lighting | outdoor | urban | environment | time period | modern | technology | transportation | law enforcement | public safety | vehicle transportation | city life | infrastructure | architecture | urban design | street scene | street view | cityscape | urban landscape | public space | outdoor environment | transportation infrastructure | urban setting | city streets,truck | white | ford | f-150 | vehicle | narrow | black | gray,light | street | lamp | building | stone | wall | alley | street light | camera | shadows | reflections | lighting | outdoor | urban | environment | time period | modern | transportation | cityscape
505,1,house | car | red | suv | parked | garage | window | door | garage door,car | red | suv | parked | window | door,house | garage | garage door
506,1,jeep | suv | car | vehicle | tall building | skyscraper | sign | arrow | street sign | traffic sign | direction sign | road sign | street sign with arrow | traffic sign with arrow | direction sign with arrow | road sign with arrow | street sign with arrow pointing up | traffic sign with arrow pointing up | direction sign with arrow pointing up | road sign with arrow pointing up,jeep | suv | car | vehicle,tall building | skyscraper | sign | arrow | street sign | traffic sign | road sign
507,1,car | bmw | suv | green | parked | driveway | house | patio | table | chairs | potted plant | vase | bench | mountains | hills | trees | sky | clouds,car | bmw | suv | green | parked,driveway | house | patio | potted plant | vase | bench | mountains | hills | trees | sky | clouds
508,1,house | garage | car | van | door | window | fire hydrant | grass | driveway | sidewalk | house exterior | house interior | garage door | garage door opener | car door | car window | car mirror | car tire | car hood | car roof | car trunk | car bumper | car grill | car headlight | car tail light | car turn signal | car license plate | car hood ornament | car emblem | car logo | car brand | car model | car color | car make | car year | car tag,car | van | door | window | car door | car window | car mirror | car tire | car hood | car trunk | car bumper | car grill | car headlight | car tail light | car turn signal | car license plate | car hood ornament | car logo | car brand | car model | car color,house | garage | fire hydrant | grass | driveway | sidewalk | house exterior | garage door
509,1,jeep | red | police | toy | truck,jeep | red | toy | truck,
510,1,house | garage | car | black | suv | brick | white | garage door | window | door,car | black | suv | white | window | door,house | garage | brick | garage door
511,1,blue truck | brick house | red door | green bush | white traffic light | red light | blue car | white truck | brick wall,blue car | white truck,brick house | red light | brick wall
512,1,suv | car | traffic light | graffiti | wall | alley | street light | bicycle | traffic signal | blue light | green light | red light | yellow light | orange light | white light | black light | gray light | red brick | white brick | blue brick | green brick | orange brick | yellow brick | brown brick | gray brick | black brick | white,suv | car | white,traffic light | graffiti | wall | alley | street light | bicycle | traffic signal | green light | red light | yellow light
513,1,stop sign | red | white | black | never stop loving | mountain | car | gray | suv | stop sign pole | metal | road | pavement | grass | mountains | clouds | sky,red | white | black | car | gray | suv | metal,stop sign | mountain | stop sign pole | road | pavement | grass | mountains | clouds | sky
514,1,road | truck | stop sign | trees | grass | dirt | forest | bushes | flowers | leaves,truck,road | stop sign | trees | grass | dirt | forest | bushes | flowers | leaves
515,1,red truck | street sign | building | alley | street | truck | red | pickup,red truck | truck | red | pickup,street sign | building | alley | street
516,1,stop sign | blue jeep | brick house | garage | door | window | bush | grass | stop,door | window,stop sign | brick house | garage | bush | grass | stop
517,1,car | red | suv | house | brick | tree | green | bush | fire hydrant | orange | person | man | hat | black | white | yellow | blue | pink | purple | gray,car | red | suv | green | orange | black | white | yellow | blue | pink | gray,house | brick | tree | bush | fire hydrant | person | man | hat | purple
518,1,stop sign | truck | brick wall | street light | tr,truck,stop sign | brick wall | street light
519,1,house | car | palm tree | fire hydrant | dog | fireman | fire truck,car,house | palm tree | fire hydrant | dog
520,1,stop sign | truck | tree,truck,stop sign | tree
521,1,van | car | vehicle | gray | silver | minivan | parked | street | sidewalk | brick | stone | cobblestone | wall | fence | black,van | car | vehicle | gray | silver | minivan | parked | black,street | sidewalk | brick | stone | cobblestone | wall | fence
522,1,stop sign | white car | lamp post | stairs | door,white car | door,stop sign | lamp post | stairs
523,1,car | toyota | suv | black | parked | on road | in woods | parked on road | toyota suv | black suv,car | toyota | suv | black | parked,on road | in woods
524,1,in the image | there is a black truck that is driving on top of a stop sign. the truck is positioned in such a way that it is almost completely covering the stop sign. the stop sign is located in front of a house | and there is a red stop sign in the background. the scene appears to be set in a residential area,,
525,1,house | tree | car | parking meter | mailbox | driveway | grass | sidewalk | street,car,house | tree | parking meter | mailbox | driveway | grass | sidewalk | street
526,1,truck | suv | car | building | church | tower | steeple | sky | clouds | street | sidewalk | stairs | steps | black and white | photo | image | picture | night | dark | shadows | light | bright | contrast | focus | depth | perspective | angle | view | distance | scale | size | height | width | length | color | gray | white | black | red | yellow | blue | green | orange | purple | pink | brown,truck | suv | car | black and white | gray | white | black | red | yellow | blue | green | orange | pink | brown,building | tower | sky | clouds | street | sidewalk | stairs | steps | photo | night | dark | shadows | light | bright | contrast | focus | depth | perspective | angle | purple
527,1,garage | door | car | red | house | tree | leaves | gate | red car | garage door,door | car | red | red car,garage | house | tree | leaves | gate | garage door
528,1,house | car | tree | 23 gunnings | 23 gunnings sign | grass | leaves | pine tree | 23 gunnings street sign | 2,car,house | tree | grass | leaves | pine tree
529,1,jeep | suv | car | truck | vehicle | black | brown | red | white | green | yellow,jeep | suv | car | truck | vehicle | black | brown | red | white | green | yellow,
530,1,truck | red | ford | f-150 | parked | on street | in front of building | with windows | and door | and light | and mirror | and grill | and tire | and bumper | and hood | and headlight | and tail light | and license plate | and stop sign | and traffic light | and pole | and street | and sidewalk | and curb | and manhole cover | and brick | and stone | and cobblestone | and street light | and lamp post | and window | and building | and wall,truck | red | ford | f-150 | parked,on street | in front of building
531,1,chevrolet | truck | black | brick road | driveway | garage | red door | gate | people | bushes | flowers | potted plants | signs | street signs | parking signs | stop signs | brick | cobblestone | stone | gravel | dirt | grass,chevrolet | truck | black,brick road | driveway | garage | gate | people | bushes | flowers | potted plants | signs | brick | cobblestone | stone | gravel | dirt | grass
532,1,brooklyn | new york | usa,,
533,1,car | blue | compact | sedan | parked | street | sidewalk | fire hydrant | yellow | metal | concrete | brick | building | garage | door | window | doorway | person | walking | backpack | street light | satellite dish | power lines | telephone pole | street sign,car | blue | compact | sedan | parked | yellow | metal | door | window,street | sidewalk | fire hydrant | concrete | brick | building | garage | doorway | person | walking | backpack | street light | power lines | telephone pole | street sign
534,1,white car | chevrolet | parked | one way | masshouse | parking | sign | building | tree | trunk | leaves | sky | 60 | gas station | pump,white car | chevrolet | parked | trunk,parking | sign | building | tree | leaves | sky | gas station | pump
535,1,stop sign | red truck | house | brick | stone | glass | door | window | bush | tree | grass,red truck | glass | door | window,stop sign | house | brick | stone | bush | tree | grass
536,1,truck | chevrolet | silverado | brick building | power lines | window | sign | mcmough | ban guns | these premises,truck | chevrolet | silverado | window,brick building | power lines | sign
537,1,house | car | tree | street sign | driveway | garage | palm tree,car,house | tree | street sign | driveway | garage | palm tree
538,1,auto | van | brick building | fire hydrant | red | blue | white | black | gray | brick | concrete | street | alley | sidewalk | house | building,van | red | blue | white | black | gray,brick building | fire hydrant | brick | concrete | street | alley | sidewalk | house | building
539,1,house | car | garage | tree | suv | jeep | stairs | bush | fence | garage door | house door | window | chair | bench | grass | sidewalk | driveway | house exterior | house interior | garage door opener | garage door opener remote | garage door opener remote control | garage door opener remote control button | garage door opener remote control button on wall | garage door opener remote control button on wall with black background | garage door opener remote control button on wall with black background and white lettering | garage door opener remote control button on wall with black background and white lettering and white arrow | garage door opener remote control button on wall with black background and white lettering and white arrow and white arrow | garage door opener remote control button on wall with black background and,car | suv | jeep | window,house | garage | tree | stairs | bush | fence | garage door | chair | bench | grass | sidewalk | driveway | house exterior
540,1,stop sign | red | white | black | grass | house | truck | stop sign pole | metal,red | white | black | truck | metal,stop sign | grass | house | stop sign pole
541,1,jackson | street sign | brick wall | lamp post | car | truck | black | gray | white | red | yellow | blue | green | brown,car | truck | black | gray | white | red | yellow | blue | green | brown,street sign | brick wall | lamp post
542,1,house | car | tree | garage | man | dog | bird | rose | goldfish | pine tree | brick house | white garage door | black door | window | door knob | car tire | car hood | car grill | car headlight | car tail light | car mirror | car side mirror | car door handle | car window | car windshield | car roof | car trunk | car bumper | car hood ornament | car logo | car brand | car model | car color | car make | car year | car tag | car license plate | car wheel | car rim | car hubcap | car door,car | window | car tire | car hood | car grill | car headlight | car tail light | car mirror | car side mirror | car door handle | car window | car windshield | car trunk | car bumper | car hood ornament | car logo | car brand | car model | car color | car license plate | car wheel | car door,house | tree | garage | man | dog | bird | rose | pine tree | brick house
543,1,car | van | vehicle | street | alley | road | sidewalk | potted plant | red cup | white cream | building | stone | brick | archway | doorway | sign | window | shirt | red | white | blue | black | yellow | green | tan,car | van | vehicle | window | red | white | blue | black | yellow | green | tan,street | alley | road | sidewalk | potted plant | building | stone | brick | archway | doorway | sign
544,1,orange car | orange suv | orange vehicle | orange truck | orange car parked | orange car on street | orange car on road | orange car on sidewalk | orange car on side of road | orange car on side of street | orange car on side,orange truck,
545,1,house | car | tree | potted plant | fence | mountain | building | sign,car,house | tree | potted plant | fence | mountain | building | sign
546,1,house | brick | window | door | car | black | jeep | parked | driveway | street sign | herzog | green | grass | bush | tree | lamp post | street light | sidewalk | garage,window | door | car | black | jeep | parked | green,house | brick | driveway | street sign | grass | bush | tree | lamp post | street light | sidewalk | garage
