index,target,tags,irrelevant_tags
12,1112,back | bag | bed | bottle | car | carry | container | drive | fill | load | plectrum | pick up | plastic | red | road | sack | truck,
13,175,beak | bird | table | floor | green | plank | sit | stand | yellow,
14,45,bird | branch | duck | log | mallard duck | pond | sit | stand | stump | tree branch | tree trunk | water,
15,1112,building | car | city | city street | cloud | cloudy | intersection | mountain | pole | red | road | sky | stop light | traffic light | street scene,
16,5,car | curve | hill | motorcycle | mountain | mountain path | road | wind | windy,
17,11,beak | bird | black | blackbird | branch | dandelion | perch | pond | reed | sit | stand | swamp | twig | water | weed | yellow,
18,156,bird | branch | green | limb | perch | sit | tree | tree branch | twig | yellow,
19,80,animal | beach | bull | coast | profile | cow | horizon | sea | sand | shoreline | stand | sun | sunset | walk | water,
20,14,automobile model | car | desert road | drive | highway | license plate | road | silver | sports car,
21,37,black | building | car | pillar | convertible | curb | office building | park | sports car,
22,154,beak | bird | branch | brown | limb | perch | sit | sky | tree | tree branch | twig | white,
23,569,clock | bell tower | big ben | bridge | building | city | cloudy | daylight | palace | tower | river | sky | spire | stormy | water | waterway,
24,106,beak | bird | black | crow | floor | food | grass | grassy | green | lush | raven | stand | stick | twig,
25,3,garage | garage door | home | house | house exterior | stone house,
26,3,shed | building | car | garage | garage door | home | house | house exterior | park | pick up | siding | white,
27,127,building | bureau | car | pillar | floor | office building | red | sedan | mall,
28,1019,building | pole | road | road sign | sign | stop sign | street sign | traffic sign,
29,0,calm | go | hillside | lake | lush | move | sea | pass | passenger train | railroad | shoreline | track | train | train track | travel | tree | water | waterway,
30,195,blue | car | drive | license plate | man | miniskirt | ride | road | vehicle,
31,154,bird | branch | brown | gray | green | limb | perch | sit | stand | tree | tree branch | twig | yellow,
32,9,building | car | dusk | flood | night | night view | river | water | waterway,
33,153,beak | bird | branch | brown | limb | perch | sit | tree | tree branch | twig,
34,8,black | car | convertible | driveway | hedge | house exterior | park | sedan | sports car,
35,1026,building | car | city street | corner | intersection | road | stop light | traffic light | street corner | street scene | traffic cone,
36,12,brush | dirt road | dirt track | path | green | greenery | hill | hillside | hut | lush | road | rural | trail | tree | vegetation,
37,129,beak | bird | blanket | brown | floor | food | patch | snow | snowy | sparrow | stand,
38,1026,black | intersection | photo | pole | sign | stop light | traffic light | street corner | street sign | traffic sign | tree | white,
39,4,black | creek | forest | photo | river | stream | tree | water | waterway | white | wood,
40,1112,blue | bus | city bus | city street | cross | crosswalk | decker bus | drive | man | road | stand | traffic light | street corner | tour bus | walk,
41,8,building | car | curb | driveway | park | pick up | truck | yellow,
42,129,bird | brown | floor | leaf | food | grass | land | patch | sparrow | stand,
43,6,building | glass building | modern | office building | tower | rise building | sky | skyscraper,
44,116,beak | bird | branch | brown | limb | perch | sit | sparrow | tree | tree branch | twig,
45,110,car | parking lot | license plate | park | parking | pick up | red | truck,
46,101,car | car show | display | license plate | park | red | sports car,
47,22,beak | bird | black | boulder | cormorant | perch | stone | rocky | sit | stand,
48,94,bird | black | blue | branch | limb | perch | sit | sky | tree | tree branch | twig | yellow,
49,160,beak | bird | black | close-up | perch | stare | yellow,
50,58,automobile model | car | cloudy | convertible | license plate | muscle car | sea | red | sky | sports car,
51,131,black | car | floor | garage | headlight | license plate | minivan | park | parking garage | sedan | suv | vehicle,
52,195,car | convertible | drive | person | kiss | man | miniskirt | ride | vehicle | woman,
53,12,brush | cloud | cloudy | dirt road | dirt track | path | grass | grassland | grassy | hill | hillside | lush | plain | sky | stormy | trail | vegetation | wildflower,
54,6,building | city | city street | crowd | crowded | person | neon light | night | night view | road | urban | walk,
55,1026,blue | car | corner | pole | road | road sign | sign | street corner | street sign | traffic sign | tree,
56,569,back | brown | couple | course | equestrian | field | horse | jump | person | hurdle | jockey | rider | log | lush | man | obstacle course | polo | ride | woman,
57,62,car | city street | curb | drive | hydrant | road | sedan | silver | vehicle | white | yellow,
58,26,beak | bird | black | blackbird | branch | brown | leaf | green | log | lush | perch | plant | sit | stand | stump | vegetation,
59,12,cloudy | dirt road | dirt track | path | forest | lush | pine | pine forest | rural | sky | trail | tree | wood,
60,1026,crowded | person | man | pavement | pole | road | scooter | shopper | stand | store | street corner | street sign | walk,
61,20,bird | black | brown | floor | food | ledge | stone | stand | stool | walk | white,
62,45,business suit | car | concept car | display | man | silver | stand | sports car,
63,134,car | drive | highway | license plate | red | road | rural | sedan | travel,
0,1,attach | bamboo | bamboo forest | fence | forest | kite | make | pole | sculpture | string | tree | umbrella | wind chime,
1,1112,cart | city | city street | crowded | person | mobility scooter | push | ride | road | scooter | segway | stand | traffic light | street corner | street scene | urban | vehicle,
2,141,beak | bird | blue | clear | flight | fly | gull | seabird | sky | wing,
3,5,building | desert road | dirt road | dirt track | hillside | house | motorcycle | road | rural | train car | vegetation,
4,569,attach | brown | coach | cart | draw | horse | horse cart | person | man | pull | ride | road | wagon | woman,
5,133,balustrade | bird | black | blue | fence | ledge | perch | post | rail | sit | stand | stool,
6,6,building | city | city street | city view | crowded | person | illuminate | neon light | night | night view | skyscraper | street scene | urban,
7,569,blanket | brown | pony | field | horse | grass | grassy | graze | green | hill | hillside | lush | mane | pasture | stand | walk,
8,166,bark | beak | bird | branch | canary | floor | log | perch | sit | stand | stump | tree | tree branch | tree trunk | yellow,
9,160,building | car | construction site | convertible | crane | drive | license plate | park | road | sedan | sports car | white,
10,161,automobile model | car | field | flower | grass | license plate | park | road | rural | sedan | silver | wildflower | yellow,
11,56,car | car show | concept car | display | person | license plate | mill | pole | sedan | stand | sports car | vehicle | white,
12,9,shed | building | pillar | gas station | store,
13,4,black | forest | grove | park bench | photo | tree | white | wood,
14,766,black | building | car | church | city street | park | parking meter | pavement | photo | road | spire | street scene | white,
15,2,belly | swimwear | beach | bikini top | girl | lay | sea | relax | stomach | sunbathe | water | woman,
16,83,building | car | motel | park | red | sedan | sign,
17,89,car | parking lot | curb | license plate | park | pick up | road | suv | truck | vehicle,
18,68,gray | park | plectrum | pick up | shadow | silver | truck | white,
19,79,beak | bird | branch | brown | fern | green | limb | perch | sit | tree | tree branch | twig | vegetation | white,
20,126,building | car | ceiling | pillar | floor | minivan | park | parking | parking garage | silver | suv | vehicle,
21,30,beak | bird | branch | brown | limb | perch | red | sit | tree | tree branch | twig | white,
22,91,beach | beak | bird | floor | lay | pigeon | sand | seashell | sit,
23,54,automobile model | blue | car | convertible | coupe | road | sports car,
24,4,area | blanket | debris | floor | forest | forest floor | garbage | swing | tree | waste | wood,
25,24,bird | black | calm | cormorant | lake | log | sea | perch | stone | sit | stand | water | water bird,
26,38,bird | black | branch | limb | perch | sit | tree | tree branch | twig | white,
27,138,automobile model | blue | car | display | license plate | model | park | sedan | suv | vehicle,
28,943,animal | cloth | curl | hand | floor | fur | person | lamb | man | pet | shear | sheep | wool,
29,198,beak | bird | branch | brown | limb | perch | sit | stand | stem | stick | tree branch | twig,
30,166,advertisement | automobile model | car | poster | sedan,
31,189,beak | bird | claw | eagle | falcon | flight | fly | food | owl | sky | wing,
32,1112,approach | car | cargo | cart | go | move | rail | railroad | rural | track | train | train car | train track | travel | tree | yellow,
33,1112,attach | blue | hang | pole | power line | red | signal | sky | stop light | traffic light | street light | telegraph pole | traffic sign | wire | yellow,
34,86,black | parking lot | curb | license plate | park | pick up | power line | ram | truck | white,
35,84,beak | bird | brown | floor | gravel | sand | stand | walk | yellow,
36,118,beak | bird | branch | brown | limb | perch | sit | sparrow | tree | tree branch | twig,
37,1112,blue | catch | girl | person | road | shirt | sign | street corner | street sign | woman | yellow,
38,49,building | car | car dealership | parking lot | license plate | minivan | office building | park | sedan | silver | suv | vehicle | white,
39,194,beak | bird | brown | cement | concrete | floor | ledge | perch | rail | sit | stand | yellow,
40,6,building | city | office building | plaza | tower | rise building | sky | skyscraper | urban,
41,4,animal | area | brush | bush | donkey | forest | goat | green | hide | hillside | lush | stand | tree | vegetation | white | wood,
42,12,bicycle | biker | bike path | cycle | path | person | lush | ride | road | rural | trail,
43,171,beak | bird | floor | grass | gray | green | lush | patch | sit | stand | yellow,
44,124,bird | branch | brown | limb | perch | sit | sparrow | stand | tree | tree branch | twig,
45,943,animal | cloudy | field | flock | grass | grassy | graze | green | herd | lamb | lush | open | pasture | plain | power line | sheep | sky | wire,
46,1019,panel | pole | red | sit | sky | solar battery | stop sign | street corner | street sign | traffic sign,
47,167,blue | building | car | curb | park | road | sedan | vehicle,
48,2,couple | dog | person | lake | lap | ledge | man | sea | pet | pose | stone | sit | water | woman,
49,143,beak | bird | black | fish | flap | flight | fly | food | landing | sea | seabird | spread | water | white | wing,
50,90,car | license plate | park | pick up | ram | toy | toy car | truck | white,
51,569,creek | couple | field | horse | grassland | grassy | green | hill | horseback | person | rider | lush | man | plain | ride | river | savanna | walk,
52,121,bird | branch | brown | limb | perch | sit | sparrow | tree | tree branch | twig,
53,11,alley | blanket | wall | building | doodle | photo,
54,4,bark | beech tree | blanket | forest | lush | tree | tree trunk | wood,
55,23,beak | bird | bird nest | black | cliff | cormorant | ledge | log | nest | sea | stone | rock face | sit | stump | tree trunk | water | woodpecker,
56,42,automobile model | car | coupe | drive | license plate | mountain path | park | road | sedan | sports car,
57,176,black | car | model | model car | sedan | toy car,
58,319,corral | cowboy hat | crop top | enclosure | fence | horse | girl | hat | jeans | lean | stand | sun hat | vest | wear | white | woman,
59,14,car | sedan | silver,
60,103,building | car | concept car | floor | garage | office building | parking garage | red | sports car,
61,74,floor | pick up | truck | white,
62,176,bird | blue | branch | limb | perch | sit | tree | tree branch | twig | yellow,
63,160,bird | black | branch | leaf | green | nectar | perch | sit | tree | tree branch | twig | yellow,
0,2,barge | boat | city | city skyline | city view | cruise | ferry | motorboat | sea | pilot boat | travel | tugboat | vessel | water | waterway | yellow,
1,6,ball | bean | building | city | city skyline | city view | cloudy | person | loom | plaza | pod | sculpture | silver | sky | skyscraper | sphere | stand | storm cloud | stormy | urban | walk,
2,164,beak | bird | black | branch | limb | perch | sit | stand | tree | tree branch | twig | white | yellow,
3,87,ambulance | building | car | parking lot | curb | license plate | park | van | white,
4,61,beak | bird | cliff | gull | hillside | ledge | sea | perch | stone | sit | stand | water | white,
5,43,mollymawk | beak | bird | blue | flight | fly | pelican | seabird | sky | swallow | wing,
6,30,black | blue | car | convertible | coupe | driveway | garage | garage door | license plate | park | sedan | sports car,
7,1112,amusement park | boardwalk | cart | floor | luggage | stack | stool,
8,197,bird | boulder | brown | log | perch | stone | sit | stand | stump,
9,1,atv | brush | dirt road | dirt track | dust | forest | girl | jeep | mud | puddle | shirt | spray | stand | trail | walk | woman | wood,
10,5,dirt road | dirt track | person | man | power line | road | rural | sky | stand | walk,
11,156,beak | bird | branch | canary | limb | perch | sit | tree | tree branch | twig | yellow,
12,80,animal | blanket | break | cattle | cow | grass | grassy | green | herd | hill | hillside | lay | lush | relax | yak,
13,71,back | car | curb | license plate | park | rear | sedan | white,
14,1112,building | car | church | drive | image | park | photo | picture | road | spire | street scene,
15,97,automobile model | car | cloudy | dirt field | dirt road | dirt track | fence | license plate | park | red | rural | sky | sunset | sports car,
16,5,desert | hill | man | mountain | plain | stone | rock formation | sky | stand | terrain,
17,3,driveway | path | garage | garage door | home | house | house exterior | pavement,
18,37,building | car | car dealership | coupe | curb | license plate | office building | park | red | sedan | sports car,
19,111,car | curve | drive | highway | license plate | mountain path | red | road | rural | sports car,
20,1,bamboo | bamboo forest | green | grow | plant | stem | tree,
21,96,bird | black | branch | brown | limb | perch | sit | stand | tree | tree branch | twig,
22,10,curve | path | forest | green | lush | narrow | road | side | tree | wood,
23,3,driveway | home | house | house exterior | tree,
24,22,building | car | curb | license plate | park | parking meter | pavement | sedan | silver,
25,146,beach | beak | bird | black | floor | food | sand | stand | walk | white,
26,8,blue | boy | cape | child | coat | curb | driveway | green | house exterior | jacket | pavement | road | teal | walk | wear,
27,943,animal | cage | ear | enclosure | face | fence | fur | head | lamb | nose | pen | sheep | stand | stare | white | wool,
28,163,car | drive | highway | road | sedan | silver | travel,
29,12,area | dirt road | path | grass | lead to | lush | park | road | trail | tree,
30,187,automobile model | car | curb | grass | grassy | green | hill | hillside | house exterior | license plate | lush | park | red | road | sedan,
31,943,animal | field | grass | grassy | herd | lamb | lush | pasture | sheep | stand | tree,
32,105,camper | dirt track | drive | park | pick up | ram | recreational vehicle | red | schooner | trailer | trailer truck | truck,
33,47,beak | bird | branch | limb | perch | sit | stand | tree | tree branch | twig | yellow,
34,134,beak | bird | branch | gray | limb | perch | sit | tree | tree branch | twig,
35,78,black | car | parking lot | license plate | park | parking | sedan | vehicle,
36,158,beak | bird | black | branch | food | limb | perch | sit | stand | tree | tree branch | twig | white,
37,766,attach | bicycle | martini | martini glass | meter | park | parking meter | pavement | pole | sticker | walk | writing,
38,3,black | driveway | garage | house | house exterior | palm tree | park | plectrum | pick up | truck,
39,80,animal | cattle | cow | fence | field | grass | grassy | graze | green | herd | lush | pasture | stand | white,
40,22,beak | bird | black | boulder | cormorant | duck | ledge | perch | stone | rocky | sit | stand,
41,66,beak | bird | blue | branch | hummingbird | limb | parrot | perch | pink | sit | sky | tree | tree branch | twig,
42,12,bicycle | bicycle helmet | biker | cycle | dirt track | helmet | person | man | ride | road | rural | stand,
43,1,mollymawk | beak | bird | close-up | gull | head | nose | seabird | stand | stare | white,
44,68,car | parking lot | park | pick up | truck | white,
45,58,car | parking lot | convertible | license plate | park | parking | sedan | sports car | white,
46,162,car | license plate | road | sedan | silver | sports car,
47,121,curb | driveway | garage | house exterior | license plate | park | plectrum | pick up | red | truck,
48,66,bumper | car | license plate | rear light | red | sedan,
49,8,black | building | car | driveway | estate | hedge | home | house | house exterior | mansion | park,
50,1026,cone | green | make | pole | sculpture | stop light | traffic light | tree,
51,52,black | car | parking lot | license plate | park | parking | pick up | retail | store | storefront | suv | vehicle,
52,943,animal | cage | canopy | enclosure | fair | goat | person | judge | lamb | pen | pet | rail | shear | sheep | stall | stand | woman | wool,
53,19,beak | bird | bird bath | floor | food | lush | plant | puddle | stand | vegetation | water | weed | yellow,
54,9,car | curb | dress | gas station | girl | license plate | miniskirt | sock | stand | woman,
55,0,animal | bull | calm | lake | moose | stand | swim | water,
56,8,shed | driveway | fence | grass | house | house exterior | plastic | road | tarp | trailer | truck | white,
57,5,cloud | cloudy | lush | mountain | sky | train track,
58,10,cloudy | curve | dirt road | lush | road | road sign | rural | sky | stop sign | street sign | traffic sign | tree,
59,2,beach | seawall | cloudy | coast | pillar | dock | sea | pole | post | sky | water | wave,
60,120,black | car | parking lot | license plate | line | park | parking | sedan | suv | vehicle,
61,1019,attach | bicycle | bin | building | cart | couple | curb | lock | park | pavement | pole | red | shopping cart | stop sign | street corner | street sign | traffic sign,
62,1112,car | green | intersection | pole | red | road | signal | stop light | traffic light | street corner | street scene | street sign | traffic sign,
63,45,blue | building | car | park | pyramid | sports car,
0,116,car | red | sedan,
1,13,bird | bird feeder | blue | bluebird | food | grain | perch | seed | sit | stand | sunflower seed,
2,100,beak | bill | bird | fish | flap | fly | landing | pelican | pond | reed | spread | swamp | water | white | wing,
3,0,calm | cloud | cloudy | duck | float | goose | lake | pond | sky | sun | swim | water,
4,1,beak | bird | black | blue | branch | perch | plant | reed | sit | stand | stem | tree | tree branch | twig | vegetation | yellow,
5,11,black | car | convertible | coupe | license plate | sedan | sports car,
6,90,beak | bird | branch | brown | gray | limb | perch | sit | stand | tree | tree branch | twig | white,
7,11,beak | bird | black | blackbird | floor | gravel | stone | rocky | stand | walk | yellow,
8,102,building | car | convertible | park | red | sports car,
9,58,beach | beak | bird | black | floor | gull | sand | stand | walk | white,
10,138,beak | bird | black | branch | limb | perch | red | sit | tree | tree branch | twig,
11,1026,blue | bus | decker bus | drive | level | license plate | road | travel | yellow,
12,72,bird | blue | blue jay | branch | jay | limb | perch | sit | tree | tree branch,
13,7,black | city street | cross | crosswalk | person | man | night | photo | road | stand | walk | white | woman,
14,1112,archway | clock | building | pillar | crowd | crowded | entrance | person | railway station | mall | stand | subway station | walk,
15,75,black | car | parking lot | curb | license plate | line | minivan | park | parking | pick up | suv | vehicle,
16,118,beak | bird | branch | brown | limb | perch | sit | sparrow | tree | tree branch | twig,
17,9,automobile model | car | convertible | coupe | gravel | headlight | mountain path | park | sedan | silver | sports car | white,
18,154,automobile model | blanket | car | drive | jeep | license plate | minivan | mountain | park | silver | snow | snowy | suv | vehicle,
19,36,automobile model | building | car | pillar | drive | license plate | road | sedan | silver | suv | vehicle,
20,181,blanket | car | desert | floor | license plate | plain | sedan | silver | snow | vehicle,
21,2,break | cliff | cloudy | coast | crash | sea | stone | rocky | shore | shoreline | sky | water | wave,
22,6,city | crowd | crowded | dance | hula hoop | person | man | play | road | spin | street artist | trick | urban,
23,943,animal | blanket | field | goat | grass | grassy | graze | green | herd | hill | hillside | lamb | lush | pasture | sheep | stand | tree,
24,102,bird | black | cage | fence | perch | pole | post | sit | stand | stump | white | wire,
25,18,bird | branch | gray | limb | perch | sit | sky | tree | tree branch,
26,103,car | miniature | model car | red | sports car | toy | toy car,
27,80,beak | bird | black | branch | eat | food | limb | log | mouth | perch | rain | sit | stand | tree branch | twig | white,
28,89,field | grass | grassy | green | lush | park | plectrum | pick up | ram | tree | truck,
29,10,beak | bird | branch | brown | limb | perch | sit | sky | stand | tree | tree branch | twig,
30,11,alley | basement | building | pillar | corridor | doorway | floor | hallway | parking garage,
31,0,boat | calm | cruise | ferry | float | lake | mountain | sea | river | rock formation | shoreline | surround | travel | vessel | water | waterway,
32,0,city | city skyline | city view | lake | lush | sea | river | tree | urban | water,
33,188,blue | car | drive | forest | jeep | license plate | mountain path | pick up | pine forest | road | suv | tree,
34,5,asphalt road | desert | desert road | highway | horizon | mountain | road | rock formation | sky | stretch,
35,108,black | building | car | garage | garage door | jeep | license plate | minivan | park | pick up | suv | tire | van | vehicle | warehouse,
36,176,bird | branch | limb | perch | sit | tree | tree branch | twig | yellow,
37,0,autumn | calm | dock | lake | park bench | picnic table | pond | tree | water,
38,2,lighthouse | boat | calm | cloudy | coast | sea | shoreline | sky | water,
39,157,bird | branch | brown | limb | perch | sit | tree | tree branch | twig,
40,84,beach | beak | bird | floor | food | gravel | sand | sparrow | stand,
41,9,fill | fuel | gas | gas station | pump,
42,173,building | car | license plate | minivan | park | suv | van | vehicle | white,
43,16,beak | bird | branch | cardinal | lichen | limb | perch | red | sit | tree | tree branch | twig,
44,80,animal | bull | calf | cattle | trumpet | cow | fence | field | floor | grass | grassy | green | herd | lay | lush | pasture | relax | stand | white,
45,943,animal | atv | car | dirt road | dirt track | drive | dust | flock | herd | person | man | motorbike | motorcycle | motorcyclist | red | ride | road | rural | sheep | shepherd | walk,
46,12,asphalt road | cloud | cloudy | corn field | dark | field | loom | road | rural | sky | storm | storm cloud | stormy,
47,81,car | parking lot | curb | license plate | minivan | park | sedan | silver,
48,104,black | car | coupe | desert road | license plate | sedan | sports car,
49,33,beak | bird | brown | dry | floor | food | grass | patch | puddle | stone | snow | stand,
50,9,black | building | canopy | pillar | photo | white,
51,188,automobile model | car | drive | jeep | license plate | mountain | park | pick up | road | rural | suv | vehicle,
52,1019,bicycle | girl | goggles | jeans | pole | red | ride | scooter | shirt | stop sign | sunglasses | traffic sign | woman,
53,11,black | building | ceiling | church | pillar | hall | photo | stair | white,
54,4,animal | floor | flower | grass | green | lush | patch | plant | stand | weed | wildflower | yellow,
55,106,beak | bird | black | crow | field | floor | grass | grassy | green | lush | raven | stand,
56,107,animal | field | flock | grass | grassland | grassy | graze | green | herd | hill | hillside | person | lush | man | sheep | shepherd | sky | stand,
57,1112,plane | cloudy | dusk | evening sky | fly | formation | red | sky | stop light | traffic light | tree,
58,4,area | autumn | autumn forest | floor | forest | park bench | tree | wood,
59,57,back | blanket | bumper | car | license plate | park | rear | silver | snow | snowy | suv | vehicle,
60,159,airport runway | automobile model | car | open | race track | raceway | sports car | tarmac,
61,188,car | jeep | license plate | minivan | mountain | park | silver | suv | vehicle,
62,41,car | coupe | sedan | silver | sports car,
63,72,bird | blue | blue jay | branch | jay | limb | perch | sit | stand | tree | tree branch | twig,
0,10,alley | blanket | floor | path | snow | snowy | tree | winter,
1,1112,car | city | city street | fill | light | night | night view | pole | road | stop light | traffic light | street light | street scene | urban,
2,142,black | car | curb | driveway | house exterior | license plate | park | pavement | pick up | suv | truck | vehicle,
3,114,building | car | parking lot | curb | license plate | palm tree | park | purple | red | sedan,
4,54,beak | bird | bird feeder | eat | floor | food | grain | gray | seed | stand | sunflower seed,
5,569,barrier | brown | course | equestrian | fence | horse | jump | person | hurdle | jockey | rider | lush | man | obstacle course | pole | rail | ride | tail | woman,
6,130,building | car | curb | license plate | minivan | office building | park | suv | vehicle,
7,72,bird | blue | blue jay | fence | jay | ledge | perch | plank | rail | sit | stand | white | wood,
8,93,black | building | car | parking lot | city | city skyline | city view | license plate | minivan | park | parking | parking garage | sedan | suv | urban | vehicle,
9,80,animal | area | bull | cattle | corral | cow | enclosure | fence | field | grass | grassy | graze | green | herd | lush | pasture | pen | stand | tree,
10,145,car | jeep | license plate | red | suv | vehicle,
11,9,pillar | dark | gas station | illuminate | neon light | night | night view | pole,
12,168,brown | parking lot | container | drive | license plate | loading dock | park | pick up | suv | truck | van | vehicle | warehouse,
13,1026,building | car | city | city street | crowded | drive | person | road | sign | street scene | street sign | umbrella | urban | walk,
14,8,curve | path | line | lush | park | park bench | road | side | tree,
15,88,building | car | parking lot | curb | driveway | garage | house exterior | license plate | minivan | park | pick up | sedan | silver | suv | vehicle,
16,11,building | city | city square | crowded | person | office building | pavement | plaza | walk,
17,80,animal | barn | cattle | cow | farm | fence | field | grass | grassy | graze | herd | hill | hillside | livestock | lush | pasture | red | stand,
18,136,auto show | automobile model | car | display | model | sedan | silver | suv,
19,1019,attach | highway | pole | red | road | road sign | sign | sticker | stop sign | street corner | street sign | traffic sign,
20,105,beak | bird | black | boulder | puffin | stone | rocky | seabird | stand | white,
21,192,automobile model | building | car | curb | drive | license plate | miniskirt | park | pavement | red | road | sedan | storefront | suv,
22,80,attach | back | cage | cargo | cart | crate | dirt road | hose | leash | load | man | pick up | road | rural | stand | trailer truck | truck | walk,
23,154,car | license plate | minivan | suv | yellow,
24,1026,crowd | crowded | demonstration | flag | person | parade | pole | protester | road | road sign | sign | smoke | stand | street corner | street sign | traffic sign | walk | woman | yellow,
25,80,animal | cattle | cow | field | grass | grassy | graze | green | herd | hillside | lush | pasture | tree,
26,7,taxi | car | cart | crowded | person | rickshaw | man | push | road | scooter | stand | street corner | vehicle | walk,
27,80,animal | bull | cactus | coach | cart | cattle | trumpet | cow | cowboy hat | dirt road | hay | livestock | load | man | pull | ride | road | rural | sit | straw hat | sun hat | wagon,
28,9,car | convenience store | fill | fuel | gas station | park,
29,82,building | car | curb | license plate | minivan | park | pavement | sedan | silver | storefront | suv | vehicle,
30,3,pillar | driveway | estate | home | house | house exterior | palm tree,
31,58,car | convertible | drive | license plate | red | road | rural | sports car,
32,80,animal | area | blanket | brown | calf | cattle | cow | dry | field | grass | grassy | graze | herd | open | pasture | plain | snow | stand | tree,
33,150,bird | catch | hand | green | person | perch | sit | white,
34,10,autumn forest | creek | dirt road | path | forest | puddle | road | rural | sky | tree,
35,138,bird | branch | cardinal | limb | perch | red | sit | tree | tree branch,
36,1112,car | dusk | green | hang | light | intersection | night | night view | pole | road | sky | stop light | traffic light | street light,
37,1112,attach | building | cloudy | lamp post | office building | pole | signal | sky | solar battery | stop light | traffic light | street light | street sign | traffic sign,
38,1026,attach | brick building | building | pole | road sign | sign | street corner | street sign | traffic sign,
39,1026,parking | parking sign | pavement | pole | road | road sign | sign | street corner | street sign | traffic sign,
40,159,car | curve | drive | highway | race track | sports car | track | yellow,
41,8,attach | barn door | door | driveway | fence | garage door | slide,
42,186,bird | branch | hide | owl | perch | snow | snowy | stand | tree | tree trunk | woodpecker,
43,12,cloudy | crack | field | path | grass | grassy | green | lush | open | road | rural | sky | tree,
44,18,beak | bird | black | dirt field | floor | food | gray | land | mound | patch | stone | stand,
45,1019,attach | cloudy | parking | parking sign | pole | post | red | road sign | sign | sky | stop sign | street sign | traffic sign,
46,7,crowd | crowded | dance | hug | person | man | road | stand | street corner | walk,
47,1112,attach | beverage | can | coke | paper cup | lamp post | pole | red | sky | soda | stop light | traffic light | street corner | street light | street sign | water tower,
48,15,car | driveway | house exterior | license plate | park | sedan,
49,18,automobile model | car | curve | drive | license plate | road | sedan | sports car | white,
50,80,alley | animal | building | bull | cattle | city | city street | cow | crowded | person | narrow | power line | road | slum | street scene | urban | walk | wire,
51,569,animal | blanket | pony | field | floor | horse | graze | herd | hill | hillside | snow | snowy | stand | walk | wild | winter,
52,97,black | building | car | parking lot | curb | license plate | park | parking | sedan,
53,0,paddle | calm | canoe | float | person | kayak | lake | water | yellow,
54,67,bird | bird feeder | feed | fly | food | hummingbird | nectar | red | sip,
55,7,car | convertible | drive | sea | road | sports car | toy car | white,
56,102,bird | blue | branch | brown | clear | limb | perch | sit | sky | tree | tree branch | twig,
57,2,crest | person | man | sea | ride | surf | surfboard | surfer | wave | wetsuit,
58,196,beak | bird | blade | branch | brown | brush | grass | green | limb | perch | plant | reed | sit | sparrow | stand | stem | swamp | tree branch | twig | vegetation | weed,
59,1112,car | city | city street | light | night | pole | rain | rainy | red | road | stop light | traffic light | street light | urban | wet | windshield,
60,143,beak | bird | boulder | fish | flap | fly | food | gull | landing | sea | stone | seabird | spread | water | white | wing,
61,85,black | car | parking lot | curb | license plate | park | parking | pick up | silver | truck | vehicle,
62,569,back | black | elephant | person | man | parade | photo | ride | road | umbrella | walk | white,
63,319,armchair | bookshelf | boy | chair | child | couch | cowboy hat | floor | grandmother | hassock | living room | man | play | stool | straw hat | sun hat | toy | woman,
0,569,area | blanket | brown | corral | dirt field | field | floor | horse | herd | lush | open | plain | sky | stand | walk,
1,8,blue | car | driveway | park | sports car,
2,1026,bicycle | bin | briefcase | direct | guard | person | lock | man | officer | pavement | police | road | stand | street corner | uniform | walk,
3,11,alley | building | pillar | corridor | dark | girl | person | hallway | night | pavement | skateboard | skateboarder | walk | woman,
4,35,beak | bird | brown | dry | field | floor | food | grass | grassy | lush | patch | stand | woodpecker,
5,115,bird | bird bath | bird feeder | brown | chain | food | grain | hang | kitchen window | perch | seed | sit | sparrow | sunflower seed | swing,
6,26,bird | black | blanket | blue | branch | limb | perch | sit | stand | tree | tree branch | tree trunk,
7,64,license plate | model | plectrum | pick up | ram | truck | white,
8,319,bench | bin | pillar | cowboy hat | fedora | hat | man | park | park bench | shadow | sit | stool | straw hat | sun hat | tree | white,
9,52,beak | bill | bird | black | calm | duck | float | lake | sea | ripple | swim | water | white | yellow,
10,569,desert | desert road | horse | horseback | person | image | man | photo | picture | ride | road,
11,6,building | city | palm tree | passenger train | rail | railroad | rise building | track | train | train track | travel,
12,7,assembly | catch | city | city street | crowd | crowded | demonstration | collect | person | march | protest | protester | road | sign | walk,
13,5,car | drive | highway | road | road sign | sign | street sign | stretch,
14,182,car | drive | highway | license plate | red | road | rural | sedan | suv,
15,569,animal | blanket | field | flock | goat | grass | grassy | graze | green | herd | hill | hillside | lush | pasture | sheep | sky,
16,97,attach | bird | bird feeder | bird house | black | hang | leash | perch | red | toy | tree | yellow,
17,5,car | cloud | cloudy | desert | desert road | drive | highway | road | sky | stretch,
18,71,advertisement | black | building | car | flyer,
19,1112,building | cart | passenger train | rail | railroad | railway station | red | track | train | train car | train track | travel | yellow,
20,183,car | drive | highway | license plate | road | sedan | silver | travel | white,
21,24,beak | bird | black | cormorant | flap | lake | landing | log | perch | spread | stand | stump | tree trunk | water | water bird | wing,
22,56,beak | bird | black | branch | limb | perch | red | sit | sky | tree | tree branch | white | woodpecker,
23,38,bird | brown | fence | flower | perch | rail | sit | sparrow | stand | wire,
